ind,synbiohub_uri,igem_link,team_name
4028,https://synbiohub.org/public/igem/BBa_M13006/1,http://parts.igem.org/Part:BBa_M13006,Berkeley BioE140L - S010
4029,https://synbiohub.org/public/igem/BBa_M13004/1,http://parts.igem.org/Part:BBa_M13004,Berkeley BioE140L - S010
4030,https://synbiohub.org/public/igem/BBa_M13002/1,http://parts.igem.org/Part:BBa_M13002,Berkeley BioE140L - S010
4031,https://synbiohub.org/public/igem/BBa_M13502/1,http://parts.igem.org/Part:BBa_M13502,Berkeley BioE140L - S010
4032,https://synbiohub.org/public/igem/BBa_M13510/1,http://parts.igem.org/Part:BBa_M13510,Berkeley BioE140L - S010
4033,https://synbiohub.org/public/igem/BBa_M13505/1,http://parts.igem.org/Part:BBa_M13505,Berkeley BioE140L - S010
4034,https://synbiohub.org/public/igem/BBa_M13507/1,http://parts.igem.org/Part:BBa_M13507,Berkeley BioE140L - S010
4035,https://synbiohub.org/public/igem/BBa_M13509/1,http://parts.igem.org/Part:BBa_M13509,Berkeley BioE140L - S010
4036,https://synbiohub.org/public/igem/BBa_M13508/1,http://parts.igem.org/Part:BBa_M13508,Berkeley BioE140L - S010
4037,https://synbiohub.org/public/igem/BBa_M13503/1,http://parts.igem.org/Part:BBa_M13503,Berkeley BioE140L - S010
4038,https://synbiohub.org/public/igem/BBa_M13506/1,http://parts.igem.org/Part:BBa_M13506,Berkeley BioE140L - S010
4039,https://synbiohub.org/public/igem/BBa_M13501/1,http://parts.igem.org/Part:BBa_M13501,Berkeley BioE140L - S010
4040,https://synbiohub.org/public/igem/BBa_M13511/1,http://parts.igem.org/Part:BBa_M13511,Berkeley BioE140L - S010
4041,https://synbiohub.org/public/igem/BBa_M13504/1,http://parts.igem.org/Part:BBa_M13504,Berkeley BioE140L - S010
4042,https://synbiohub.org/public/igem/BBa_S03641/1,http://parts.igem.org/Part:BBa_S03641,iGEM2006_Davidson &nbsp; (2006-12-14)</div>
4043,https://synbiohub.org/public/igem/BBa_S03642/1,http://parts.igem.org/Part:BBa_S03642,iGEM2006_Davidson &nbsp; (2006-12-14)</div>
4044,https://synbiohub.org/public/igem/BBa_M13102/1,http://parts.igem.org/Part:BBa_M13102,Berkeley BioE140L - S010
4045,https://synbiohub.org/public/igem/BBa_M13110/1,http://parts.igem.org/Part:BBa_M13110,Berkeley BioE140L - S010
4046,https://synbiohub.org/public/igem/BBa_M13105/1,http://parts.igem.org/Part:BBa_M13105,Berkeley BioE140L - S010
4047,https://synbiohub.org/public/igem/BBa_M13108/1,http://parts.igem.org/Part:BBa_M13108,Berkeley BioE140L - S010
4048,https://synbiohub.org/public/igem/BBa_M13103/1,http://parts.igem.org/Part:BBa_M13103,Berkeley BioE140L - S010
4049,https://synbiohub.org/public/igem/BBa_M13106/1,http://parts.igem.org/Part:BBa_M13106,Berkeley BioE140L - S010
4050,https://synbiohub.org/public/igem/BBa_M13101/1,http://parts.igem.org/Part:BBa_M13101,Berkeley BioE140L - S010
4051,https://synbiohub.org/public/igem/BBa_M13104/1,http://parts.igem.org/Part:BBa_M13104,Berkeley BioE140L - S010
4052,https://synbiohub.org/public/igem/BBa_E71208/1,http://parts.igem.org/Part:BBa_E71208,iGEM2006_MIT &nbsp; (2007-01-05)</div>
4053,https://synbiohub.org/public/igem/BBa_E71211/1,http://parts.igem.org/Part:BBa_E71211,iGEM2006_MIT &nbsp; (2007-01-05)</div>
4054,https://synbiohub.org/public/igem/BBa_E71214/1,http://parts.igem.org/Part:BBa_E71214,iGEM2006_MIT &nbsp; (2007-01-05)</div>
4055,https://synbiohub.org/public/igem/BBa_J64000/1,http://parts.igem.org/Part:BBa_J64000,Voigt Lab
4056,https://synbiohub.org/public/igem/BBa_J69000/1,http://parts.igem.org/Part:BBa_J69000,Haseloff Lab
4057,https://synbiohub.org/public/igem/BBa_J45950/1,http://parts.igem.org/Part:BBa_J45950,iGEM2006_MIT
4058,https://synbiohub.org/public/igem/BBa_J45997/1,http://parts.igem.org/Part:BBa_J45997,iGEM2006_MIT
4059,https://synbiohub.org/public/igem/BBa_J45998/1,http://parts.igem.org/Part:BBa_J45998,iGEM2006_MIT
4060,https://synbiohub.org/public/igem/BBa_I51001/1,http://parts.igem.org/Part:BBa_I51001, &nbsp; (2007-01-29)</div>
4061,https://synbiohub.org/public/igem/BBa_I52001/1,http://parts.igem.org/Part:BBa_I52001, &nbsp; (2007-01-29)</div>
4062,https://synbiohub.org/public/igem/BBa_B1101/1,http://parts.igem.org/Part:BBa_B1101,Knight Lab &nbsp; (2007-01-29)</div>
4063,https://synbiohub.org/public/igem/BBa_B1102/1,http://parts.igem.org/Part:BBa_B1102,Knight Lab &nbsp; (2007-01-29)</div>
4064,https://synbiohub.org/public/igem/BBa_B1103/1,http://parts.igem.org/Part:BBa_B1103,Knight Lab &nbsp; (2007-01-29)</div>
4065,https://synbiohub.org/public/igem/BBa_B1104/1,http://parts.igem.org/Part:BBa_B1104,Knight Lab &nbsp; (2007-01-29)</div>
4066,https://synbiohub.org/public/igem/BBa_B1105/1,http://parts.igem.org/Part:BBa_B1105,Knight Lab &nbsp; (2007-01-29)</div>
4067,https://synbiohub.org/public/igem/BBa_B1106/1,http://parts.igem.org/Part:BBa_B1106,Knight Lab &nbsp; (2007-01-29)</div>
4068,https://synbiohub.org/public/igem/BBa_B1107/1,http://parts.igem.org/Part:BBa_B1107,Knight Lab &nbsp; (2007-01-29)</div>
4069,https://synbiohub.org/public/igem/BBa_B1108/1,http://parts.igem.org/Part:BBa_B1108,Knight Lab &nbsp; (2007-01-29)</div>
4070,https://synbiohub.org/public/igem/BBa_B1109/1,http://parts.igem.org/Part:BBa_B1109,Knight Lab &nbsp; (2007-01-29)</div>
4071,https://synbiohub.org/public/igem/BBa_B1110/1,http://parts.igem.org/Part:BBa_B1110,Knight Lab &nbsp; (2007-01-29)</div>
4072,https://synbiohub.org/public/igem/BBa_B1201/1,http://parts.igem.org/Part:BBa_B1201,Knight Lab &nbsp; (2007-01-29)</div>
4073,https://synbiohub.org/public/igem/BBa_B1202/1,http://parts.igem.org/Part:BBa_B1202,Knight Lab &nbsp; (2007-01-29)</div>
4074,https://synbiohub.org/public/igem/BBa_B1203/1,http://parts.igem.org/Part:BBa_B1203,Knight Lab &nbsp; (2007-01-29)</div>
4075,https://synbiohub.org/public/igem/BBa_B1204/1,http://parts.igem.org/Part:BBa_B1204,Knight Lab &nbsp; (2007-01-29)</div>
4076,https://synbiohub.org/public/igem/BBa_B1205/1,http://parts.igem.org/Part:BBa_B1205,Knight Lab &nbsp; (2007-01-29)</div>
4077,https://synbiohub.org/public/igem/BBa_B1206/1,http://parts.igem.org/Part:BBa_B1206,Knight Lab &nbsp; (2007-01-29)</div>
4078,https://synbiohub.org/public/igem/BBa_B1207/1,http://parts.igem.org/Part:BBa_B1207,Knight Lab &nbsp; (2007-01-29)</div>
4079,https://synbiohub.org/public/igem/BBa_B1208/1,http://parts.igem.org/Part:BBa_B1208,Knight Lab &nbsp; (2007-01-29)</div>
4080,https://synbiohub.org/public/igem/BBa_B1209/1,http://parts.igem.org/Part:BBa_B1209,Knight Lab &nbsp; (2007-01-29)</div>
4081,https://synbiohub.org/public/igem/BBa_B1210/1,http://parts.igem.org/Part:BBa_B1210,Knight Lab &nbsp; (2007-01-29)</div>
4082,https://synbiohub.org/public/igem/BBa_B3101/1,http://parts.igem.org/Part:BBa_B3101,Knight Lab &nbsp; (2007-01-29)</div>
4083,https://synbiohub.org/public/igem/BBa_B3102/1,http://parts.igem.org/Part:BBa_B3102,Knight Lab &nbsp; (2007-01-29)</div>
4084,https://synbiohub.org/public/igem/BBa_B3103/1,http://parts.igem.org/Part:BBa_B3103,Knight Lab &nbsp; (2007-01-29)</div>
4085,https://synbiohub.org/public/igem/BBa_B3104/1,http://parts.igem.org/Part:BBa_B3104,Knight Lab &nbsp; (2007-01-29)</div>
4086,https://synbiohub.org/public/igem/BBa_B3105/1,http://parts.igem.org/Part:BBa_B3105,Knight Lab &nbsp; (2007-01-29)</div>
4087,https://synbiohub.org/public/igem/BBa_B3106/1,http://parts.igem.org/Part:BBa_B3106,Knight Lab &nbsp; (2007-01-29)</div>
4088,https://synbiohub.org/public/igem/BBa_B3107/1,http://parts.igem.org/Part:BBa_B3107,Knight Lab &nbsp; (2007-01-29)</div>
4089,https://synbiohub.org/public/igem/BBa_B3108/1,http://parts.igem.org/Part:BBa_B3108,Knight Lab &nbsp; (2007-01-29)</div>
4090,https://synbiohub.org/public/igem/BBa_B3109/1,http://parts.igem.org/Part:BBa_B3109,Knight Lab &nbsp; (2007-01-29)</div>
4091,https://synbiohub.org/public/igem/BBa_B3110/1,http://parts.igem.org/Part:BBa_B3110,Knight Lab &nbsp; (2007-01-29)</div>
4092,https://synbiohub.org/public/igem/BBa_B3201/1,http://parts.igem.org/Part:BBa_B3201,Knight Lab &nbsp; (2007-01-29)</div>
4093,https://synbiohub.org/public/igem/BBa_B3202/1,http://parts.igem.org/Part:BBa_B3202,Knight Lab &nbsp; (2007-01-29)</div>
4094,https://synbiohub.org/public/igem/BBa_B3203/1,http://parts.igem.org/Part:BBa_B3203,Knight Lab &nbsp; (2007-01-29)</div>
4095,https://synbiohub.org/public/igem/BBa_B3204/1,http://parts.igem.org/Part:BBa_B3204,Knight Lab &nbsp; (2007-01-29)</div>
4096,https://synbiohub.org/public/igem/BBa_B3205/1,http://parts.igem.org/Part:BBa_B3205,Knight Lab &nbsp; (2007-01-29)</div>
4097,https://synbiohub.org/public/igem/BBa_B3206/1,http://parts.igem.org/Part:BBa_B3206,Knight Lab &nbsp; (2007-01-29)</div>
4098,https://synbiohub.org/public/igem/BBa_B3207/1,http://parts.igem.org/Part:BBa_B3207,Knight Lab &nbsp; (2007-01-29)</div>
4099,https://synbiohub.org/public/igem/BBa_B3208/1,http://parts.igem.org/Part:BBa_B3208,Knight Lab &nbsp; (2007-01-29)</div>
4100,https://synbiohub.org/public/igem/BBa_B3209/1,http://parts.igem.org/Part:BBa_B3209,Knight Lab &nbsp; (2007-01-29)</div>
4101,https://synbiohub.org/public/igem/BBa_B3210/1,http://parts.igem.org/Part:BBa_B3210,Knight Lab &nbsp; (2007-01-29)</div>
4102,https://synbiohub.org/public/igem/BBa_J61201/1,http://parts.igem.org/Part:BBa_J61201,Arkin Lab
4103,https://synbiohub.org/public/igem/BBa_J61202/1,http://parts.igem.org/Part:BBa_J61202,Arkin Lab
4104,https://synbiohub.org/public/igem/BBa_J61203/1,http://parts.igem.org/Part:BBa_J61203,Arkin Lab
4105,https://synbiohub.org/public/igem/BBa_J61204/1,http://parts.igem.org/Part:BBa_J61204,Arkin Lab
4106,https://synbiohub.org/public/igem/BBa_J61205/1,http://parts.igem.org/Part:BBa_J61205,Arkin Lab
4107,https://synbiohub.org/public/igem/BBa_J61206/1,http://parts.igem.org/Part:BBa_J61206,Arkin Lab
4108,https://synbiohub.org/public/igem/BBa_J61207/1,http://parts.igem.org/Part:BBa_J61207,Arkin Lab
4109,https://synbiohub.org/public/igem/BBa_S03643/1,http://parts.igem.org/Part:BBa_S03643,iGEM2006_Davidson &nbsp; (2007-01-30)</div>
4110,https://synbiohub.org/public/igem/BBa_J61208/1,http://parts.igem.org/Part:BBa_J61208,Arkin Lab
4111,https://synbiohub.org/public/igem/BBa_J61209/1,http://parts.igem.org/Part:BBa_J61209,Arkin Lab
4112,https://synbiohub.org/public/igem/BBa_J61210/1,http://parts.igem.org/Part:BBa_J61210,Arkin Lab
4113,https://synbiohub.org/public/igem/BBa_J14430/1,http://parts.igem.org/Part:BBa_J14430,iGEM_Registry
4114,https://synbiohub.org/public/igem/BBa_J61211/1,http://parts.igem.org/Part:BBa_J61211,Arkin Lab
4115,https://synbiohub.org/public/igem/BBa_J61212/1,http://parts.igem.org/Part:BBa_J61212,Arkin Lab
4116,https://synbiohub.org/public/igem/BBa_M1307/1,http://parts.igem.org/Part:BBa_M1307,UtahState_BE5930_-_S11
4117,https://synbiohub.org/public/igem/BBa_J3109/1,http://parts.igem.org/Part:BBa_J3109,iGEM2006_Davidson &nbsp; (2007-02-12)</div>
4118,https://synbiohub.org/public/igem/BBa_S03644/1,http://parts.igem.org/Part:BBa_S03644,iGEM2006_Davidson &nbsp; (2007-02-15)</div>
4119,https://synbiohub.org/public/igem/BBa_J61043/1,http://parts.igem.org/Part:BBa_J61043,Arkin Lab
4120,https://synbiohub.org/public/igem/BBa_J61045/1,http://parts.igem.org/Part:BBa_J61045,Arkin Lab
4121,https://synbiohub.org/public/igem/BBa_J61049/1,http://parts.igem.org/Part:BBa_J61049,Arkin Lab
4122,https://synbiohub.org/public/igem/BBa_J61050/1,http://parts.igem.org/Part:BBa_J61050,Arkin Lab
4123,https://synbiohub.org/public/igem/BBa_J61052/1,http://parts.igem.org/Part:BBa_J61052,Arkin Lab
4124,https://synbiohub.org/public/igem/BBa_J61053/1,http://parts.igem.org/Part:BBa_J61053,Arkin Lab
4125,https://synbiohub.org/public/igem/BBa_J61054/1,http://parts.igem.org/Part:BBa_J61054,Arkin Lab
4126,https://synbiohub.org/public/igem/BBa_J61055/1,http://parts.igem.org/Part:BBa_J61055,Arkin Lab
4127,https://synbiohub.org/public/igem/BBa_S03645/1,http://parts.igem.org/Part:BBa_S03645,iGEM2006_Davidson &nbsp; (2007-02-21)</div>
4128,https://synbiohub.org/public/igem/BBa_S03646/1,http://parts.igem.org/Part:BBa_S03646,iGEM2006_Davidson &nbsp; (2007-02-21)</div>
4129,https://synbiohub.org/public/igem/BBa_S03647/1,http://parts.igem.org/Part:BBa_S03647,iGEM2006_Davidson &nbsp; (2007-02-21)</div>
4130,https://synbiohub.org/public/igem/BBa_S03648/1,http://parts.igem.org/Part:BBa_S03648,iGEM2006_Davidson &nbsp; (2007-02-21)</div>
4131,https://synbiohub.org/public/igem/BBa_J69001/1,http://parts.igem.org/Part:BBa_J69001,Haseloff Lab
4132,https://synbiohub.org/public/igem/BBa_J69002/1,http://parts.igem.org/Part:BBa_J69002,Haseloff Lab
4133,https://synbiohub.org/public/igem/BBa_J69003/1,http://parts.igem.org/Part:BBa_J69003,Haseloff Lab
4134,https://synbiohub.org/public/igem/BBa_J69004/1,http://parts.igem.org/Part:BBa_J69004,Haseloff Lab
4135,https://synbiohub.org/public/igem/BBa_J69005/1,http://parts.igem.org/Part:BBa_J69005,Haseloff Lab
4136,https://synbiohub.org/public/igem/BBa_J69006/1,http://parts.igem.org/Part:BBa_J69006,Haseloff Lab
4137,https://synbiohub.org/public/igem/BBa_J69101/1,http://parts.igem.org/Part:BBa_J69101,Haseloff Lab
4138,https://synbiohub.org/public/igem/BBa_J69102/1,http://parts.igem.org/Part:BBa_J69102,Haseloff Lab
4139,https://synbiohub.org/public/igem/BBa_J69103/1,http://parts.igem.org/Part:BBa_J69103,Haseloff Lab
4140,https://synbiohub.org/public/igem/BBa_J69104/1,http://parts.igem.org/Part:BBa_J69104,Haseloff Lab
4141,https://synbiohub.org/public/igem/BBa_J69105/1,http://parts.igem.org/Part:BBa_J69105,Haseloff Lab
4142,https://synbiohub.org/public/igem/BBa_J69106/1,http://parts.igem.org/Part:BBa_J69106,Haseloff Lab
4143,https://synbiohub.org/public/igem/BBa_M30110/1,http://parts.igem.org/Part:BBa_M30110,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4144,https://synbiohub.org/public/igem/BBa_M31502/1,http://parts.igem.org/Part:BBa_M31502,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4145,https://synbiohub.org/public/igem/BBa_M31503/1,http://parts.igem.org/Part:BBa_M31503,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4146,https://synbiohub.org/public/igem/BBa_M31507/1,http://parts.igem.org/Part:BBa_M31507,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4147,https://synbiohub.org/public/igem/BBa_M31509/1,http://parts.igem.org/Part:BBa_M31509,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4148,https://synbiohub.org/public/igem/BBa_M31510/1,http://parts.igem.org/Part:BBa_M31510,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4149,https://synbiohub.org/public/igem/BBa_M31551/1,http://parts.igem.org/Part:BBa_M31551,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4150,https://synbiohub.org/public/igem/BBa_M31552/1,http://parts.igem.org/Part:BBa_M31552,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4151,https://synbiohub.org/public/igem/BBa_M31553/1,http://parts.igem.org/Part:BBa_M31553,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4152,https://synbiohub.org/public/igem/BBa_M31554/1,http://parts.igem.org/Part:BBa_M31554,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4153,https://synbiohub.org/public/igem/BBa_M31111/1,http://parts.igem.org/Part:BBa_M31111,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4154,https://synbiohub.org/public/igem/BBa_J62000/1,http://parts.igem.org/Part:BBa_J62000,Keasling Lab
4155,https://synbiohub.org/public/igem/BBa_M31512/1,http://parts.igem.org/Part:BBa_M31512,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4156,https://synbiohub.org/public/igem/BBa_M31511/1,http://parts.igem.org/Part:BBa_M31511,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4157,https://synbiohub.org/public/igem/BBa_J69100/1,http://parts.igem.org/Part:BBa_J69100,Haseloff Lab
4158,https://synbiohub.org/public/igem/BBa_M31513/1,http://parts.igem.org/Part:BBa_M31513,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4159,https://synbiohub.org/public/igem/BBa_M31514/1,http://parts.igem.org/Part:BBa_M31514,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4160,https://synbiohub.org/public/igem/BBa_M31515/1,http://parts.igem.org/Part:BBa_M31515,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4161,https://synbiohub.org/public/igem/BBa_M3195/1,http://parts.igem.org/Part:BBa_M3195,MIT 20.109 Spring07 &nbsp; (2007-02-27)</div>
4162,https://synbiohub.org/public/igem/BBa_M3196/1,http://parts.igem.org/Part:BBa_M3196,MIT 20.109 Spring07 &nbsp; (2007-02-27)</div>
4163,https://synbiohub.org/public/igem/pSB4C5/1,http://parts.igem.org/Part:pSB4C5,iGEM2006_Bangalore &nbsp; (2007-02-26)</div>
4164,https://synbiohub.org/public/igem/BBa_G0006/1,http://parts.igem.org/Part:BBa_G0006,iGEM2006_Bangalore &nbsp; (2007-02-26)</div>
4165,https://synbiohub.org/public/igem/pSB4A5/1,http://parts.igem.org/Part:pSB4A5,iGEM2006_Bangalore &nbsp; (2007-02-26)</div>
4166,https://synbiohub.org/public/igem/BBa_M31000/1,http://parts.igem.org/Part:BBa_M31000,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4167,https://synbiohub.org/public/igem/BBa_M31516/1,http://parts.igem.org/Part:BBa_M31516,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4168,https://synbiohub.org/public/igem/BBa_M31517/1,http://parts.igem.org/Part:BBa_M31517,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4169,https://synbiohub.org/public/igem/BBa_M31415/1,http://parts.igem.org/Part:BBa_M31415,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4170,https://synbiohub.org/public/igem/BBa_M302009/1,http://parts.igem.org/Part:BBa_M302009,MIT 20.109 Spring07 &nbsp; (2007-02-26)</div>
4171,https://synbiohub.org/public/igem/BBa_M31500/1,http://parts.igem.org/Part:BBa_M31500,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4172,https://synbiohub.org/public/igem/BBa_M31001/1,http://parts.igem.org/Part:BBa_M31001,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4173,https://synbiohub.org/public/igem/BBa_M31518/1,http://parts.igem.org/Part:BBa_M31518,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4174,https://synbiohub.org/public/igem/BBa_M31002/1,http://parts.igem.org/Part:BBa_M31002,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4175,https://synbiohub.org/public/igem/BBa_M30100/1,http://parts.igem.org/Part:BBa_M30100,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4176,https://synbiohub.org/public/igem/BBa_M31337/1,http://parts.igem.org/Part:BBa_M31337,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4177,https://synbiohub.org/public/igem/BBa_M31519/1,http://parts.igem.org/Part:BBa_M31519,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4178,https://synbiohub.org/public/igem/BBa_M31520/1,http://parts.igem.org/Part:BBa_M31520,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4179,https://synbiohub.org/public/igem/BBa_M31338/1,http://parts.igem.org/Part:BBa_M31338,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4180,https://synbiohub.org/public/igem/BBa_M31270/1,http://parts.igem.org/Part:BBa_M31270,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4181,https://synbiohub.org/public/igem/BBa_M31370/1,http://parts.igem.org/Part:BBa_M31370,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4182,https://synbiohub.org/public/igem/BBa_M31372/1,http://parts.igem.org/Part:BBa_M31372,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4183,https://synbiohub.org/public/igem/BBa_M31373/1,http://parts.igem.org/Part:BBa_M31373,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4184,https://synbiohub.org/public/igem/BBa_M31375/1,http://parts.igem.org/Part:BBa_M31375,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4185,https://synbiohub.org/public/igem/BBa_M31377/1,http://parts.igem.org/Part:BBa_M31377,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4186,https://synbiohub.org/public/igem/BBa_M31378/1,http://parts.igem.org/Part:BBa_M31378,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4187,https://synbiohub.org/public/igem/BBa_M31379/1,http://parts.igem.org/Part:BBa_M31379,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4188,https://synbiohub.org/public/igem/BBa_M31380/1,http://parts.igem.org/Part:BBa_M31380,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4189,https://synbiohub.org/public/igem/BBa_M31381/1,http://parts.igem.org/Part:BBa_M31381,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4190,https://synbiohub.org/public/igem/BBa_M31382/1,http://parts.igem.org/Part:BBa_M31382,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4191,https://synbiohub.org/public/igem/BBa_M31383/1,http://parts.igem.org/Part:BBa_M31383,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4192,https://synbiohub.org/public/igem/BBa_M31384/1,http://parts.igem.org/Part:BBa_M31384,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4193,https://synbiohub.org/public/igem/BBa_M31900/1,http://parts.igem.org/Part:BBa_M31900,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4194,https://synbiohub.org/public/igem/BBa_M31901/1,http://parts.igem.org/Part:BBa_M31901,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4195,https://synbiohub.org/public/igem/BBa_M31902/1,http://parts.igem.org/Part:BBa_M31902,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4196,https://synbiohub.org/public/igem/BBa_M31903/1,http://parts.igem.org/Part:BBa_M31903,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4197,https://synbiohub.org/public/igem/BBa_M31904/1,http://parts.igem.org/Part:BBa_M31904,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4198,https://synbiohub.org/public/igem/BBa_M31905/1,http://parts.igem.org/Part:BBa_M31905,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4199,https://synbiohub.org/public/igem/BBa_M31906/1,http://parts.igem.org/Part:BBa_M31906,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4200,https://synbiohub.org/public/igem/BBa_M31907/1,http://parts.igem.org/Part:BBa_M31907,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4201,https://synbiohub.org/public/igem/BBa_M31908/1,http://parts.igem.org/Part:BBa_M31908,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4202,https://synbiohub.org/public/igem/BBa_M31909/1,http://parts.igem.org/Part:BBa_M31909,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4203,https://synbiohub.org/public/igem/BBa_M39900/1,http://parts.igem.org/Part:BBa_M39900,MIT BE 20.20-S12
4204,https://synbiohub.org/public/igem/BBa_M39901/1,http://parts.igem.org/Part:BBa_M39901,MIT BE 20.20-S12
4205,https://synbiohub.org/public/igem/BBa_M39902/1,http://parts.igem.org/Part:BBa_M39902,MIT BE 20.20-S12
4206,https://synbiohub.org/public/igem/BBa_M39903/1,http://parts.igem.org/Part:BBa_M39903,MIT BE 20.20-S12
4207,https://synbiohub.org/public/igem/BBa_M31211/1,http://parts.igem.org/Part:BBa_M31211,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4208,https://synbiohub.org/public/igem/BBa_M31301/1,http://parts.igem.org/Part:BBa_M31301,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4209,https://synbiohub.org/public/igem/BBa_M312501/1,http://parts.igem.org/Part:BBa_M312501,MIT 20.109 Spring07 &nbsp; (2007-02-27)</div>
4210,https://synbiohub.org/public/igem/BBa_M312701/1,http://parts.igem.org/Part:BBa_M312701,MIT 20.109 Spring07 &nbsp; (2007-02-27)</div>
4211,https://synbiohub.org/public/igem/BBa_M31291/1,http://parts.igem.org/Part:BBa_M31291,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4212,https://synbiohub.org/public/igem/BBa_M31281/1,http://parts.igem.org/Part:BBa_M31281,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4213,https://synbiohub.org/public/igem/BBa_M31231/1,http://parts.igem.org/Part:BBa_M31231,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
4214,https://synbiohub.org/public/igem/BBa_M31950/1,http://parts.igem.org/Part:BBa_M31950,BE.109 Instructors BE.109 2006 MIT 20.109 Spring07 MIT 20.109 Fall07
