Spurious,Real
https://synbiohub.org/public/igem/BBa_M1257/1,https://synbiohub.org/public/igem/BBa_K294205/1
https://synbiohub.org/public/igem/BBa_K519004/1,https://synbiohub.org/public/igem/BBa_K103005/1
https://synbiohub.org/public/igem/BBa_K2066545/1,https://synbiohub.org/public/igem/BBa_K277113/1
https://synbiohub.org/public/igem/BBa_K273029/1,https://synbiohub.org/public/igem/BBa_M31963/1
https://synbiohub.org/public/igem/BBa_K1725200/1,https://synbiohub.org/public/igem/BBa_K1935005/1
https://synbiohub.org/public/igem/BBa_M11107/1,https://synbiohub.org/public/igem/BBa_K1758310/1
https://synbiohub.org/public/igem/BBa_K827089/1,https://synbiohub.org/public/igem/BBa_K371016/1
https://synbiohub.org/public/igem/BBa_K827037/1,https://synbiohub.org/public/igem/BBa_K1967018/1
https://synbiohub.org/public/igem/BBa_K1256012/1,https://synbiohub.org/public/igem/BBa_K1114201/1
https://synbiohub.org/public/igem/BBa_K1585996/1,https://synbiohub.org/public/igem/BBa_K1985004/1
https://synbiohub.org/public/igem/BBa_K1773028/1,https://synbiohub.org/public/igem/BBa_M36765/1
https://synbiohub.org/public/igem/BBa_K121099/1,https://synbiohub.org/public/igem/BBa_M36968/1
https://synbiohub.org/public/igem/BBa_K2066540/1,https://synbiohub.org/public/igem/BBa_K157019/1
https://synbiohub.org/public/igem/BBa_K827024/1,https://synbiohub.org/public/igem/BBa_K1400003/1
https://synbiohub.org/public/igem/BBa_K827060/1,https://synbiohub.org/public/igem/BBa_K1058001/1
https://synbiohub.org/public/igem/BBa_I725010/1,https://synbiohub.org/public/igem/BBa_K110009/1
https://synbiohub.org/public/igem/BBa_K245121/1,https://synbiohub.org/public/igem/BBa_K187114/1
https://synbiohub.org/public/igem/BBa_I763001/1,https://synbiohub.org/public/igem/BBa_I725016/1
https://synbiohub.org/public/igem/BBa_J29020/1,https://synbiohub.org/public/igem/BBa_K786005/1
https://synbiohub.org/public/igem/BBa_K1740001/1,https://synbiohub.org/public/igem/BBa_K1676017/1
https://synbiohub.org/public/igem/BBa_J70593/1,https://synbiohub.org/public/igem/BBa_K1923008/1
https://synbiohub.org/public/igem/BBa_K827075/1,https://synbiohub.org/public/igem/BBa_J95016/1
https://synbiohub.org/public/igem/BBa_I733001/1,https://synbiohub.org/public/igem/BBa_J119039/1
https://synbiohub.org/public/igem/BBa_M39900/1,https://synbiohub.org/public/igem/BBa_I765002/1
https://synbiohub.org/public/igem/BBa_I769902/1,https://synbiohub.org/public/igem/BBa_K1291571/1
https://synbiohub.org/public/igem/BBa_K273030/1,https://synbiohub.org/public/igem/BBa_K1673010/1
https://synbiohub.org/public/igem/BBa_K631035/1,https://synbiohub.org/public/igem/BBa_K1875004/1
https://synbiohub.org/public/igem/BBa_K782055/1,https://synbiohub.org/public/igem/BBa_K1321005/1
https://synbiohub.org/public/igem/BBa_J49005/1,https://synbiohub.org/public/igem/BBa_K106011/1
https://synbiohub.org/public/igem/BBa_K1740003/1,https://synbiohub.org/public/igem/BBa_K277064/1
https://synbiohub.org/public/igem/BBa_J050041/1,https://synbiohub.org/public/igem/BBa_I731002/1
https://synbiohub.org/public/igem/BBa_I725008/1,https://synbiohub.org/public/igem/BBa_M31518/1
https://synbiohub.org/public/igem/BBa_K782046/1,https://synbiohub.org/public/igem/BBa_K133060/1
https://synbiohub.org/public/igem/BBa_K245026/1,https://synbiohub.org/public/igem/BBa_K091112/1
https://synbiohub.org/public/igem/BBa_K317061/1,https://synbiohub.org/public/igem/BBa_K771106/1
https://synbiohub.org/public/igem/BBa_K1256001/1,https://synbiohub.org/public/igem/BBa_J45011/1
https://synbiohub.org/public/igem/BBa_K1585998/1,https://synbiohub.org/public/igem/BBa_S03451/1
https://synbiohub.org/public/igem/BBa_K395006/1,https://synbiohub.org/public/igem/BBa_T9501/1
https://synbiohub.org/public/igem/BBa_K802005/1,https://synbiohub.org/public/igem/BBa_K2017000/1
https://synbiohub.org/public/igem/BBa_M39901/1,https://synbiohub.org/public/igem/BBa_K1448009/1
https://synbiohub.org/public/igem/BBa_K827014/1,https://synbiohub.org/public/igem/BBa_K863005/1
https://synbiohub.org/public/igem/BBa_K1442200/1,https://synbiohub.org/public/igem/BBa_K611097/1
https://synbiohub.org/public/igem/BBa_K827069/1,https://synbiohub.org/public/igem/BBa_K1875009/1
https://synbiohub.org/public/igem/BBa_K1541000/1,https://synbiohub.org/public/igem/BBa_J70606/1
https://synbiohub.org/public/igem/BBa_K1404008/1,https://synbiohub.org/public/igem/BBa_I766007/1
https://synbiohub.org/public/igem/BBa_J45012/1,https://synbiohub.org/public/igem/BBa_K1614012/1
https://synbiohub.org/public/igem/BBa_K1256011/1,https://synbiohub.org/public/igem/BBa_K555005/1
https://synbiohub.org/public/igem/BBa_K1740000/1,https://synbiohub.org/public/igem/BBa_K1673203/1
https://synbiohub.org/public/igem/BBa_K782051/1,https://synbiohub.org/public/igem/BBa_K313024/1
https://synbiohub.org/public/igem/BBa_K827076/1,https://synbiohub.org/public/igem/BBa_J62000/1
https://synbiohub.org/public/igem/BBa_K082017/1,https://synbiohub.org/public/igem/BBa_K112706/1
https://synbiohub.org/public/igem/BBa_K827039/1,https://synbiohub.org/public/igem/BBa_K189052/1
https://synbiohub.org/public/igem/BBa_K827087/1,https://synbiohub.org/public/igem/BBa_K627010/1
https://synbiohub.org/public/igem/BBa_K1725204/1,https://synbiohub.org/public/igem/BBa_J42044/1
https://synbiohub.org/public/igem/BBa_K827091/1,https://synbiohub.org/public/igem/BBa_K223040/1
https://synbiohub.org/public/igem/BBa_K1541001/1,https://synbiohub.org/public/igem/BBa_K1830014/1
https://synbiohub.org/public/igem/BBa_I718020/1,https://synbiohub.org/public/igem/BBa_M39020/1
https://synbiohub.org/public/igem/BBa_J58008/1,https://synbiohub.org/public/igem/BBa_K165020/1
https://synbiohub.org/public/igem/BBa_K314901/1,https://synbiohub.org/public/igem/BBa_K1638004/1
https://synbiohub.org/public/igem/BBa_I766400/1,https://synbiohub.org/public/igem/BBa_J34900/1
https://synbiohub.org/public/igem/BBa_K782049/1,https://synbiohub.org/public/igem/BBa_K1779101/1
https://synbiohub.org/public/igem/BBa_K320000/1,https://synbiohub.org/public/igem/BBa_K1195011/1
https://synbiohub.org/public/igem/BBa_K265000/1,https://synbiohub.org/public/igem/BBa_K1913024/1
https://synbiohub.org/public/igem/BBa_K827022/1,https://synbiohub.org/public/igem/BBa_K187109/1
https://synbiohub.org/public/igem/BBa_J59002/1,https://synbiohub.org/public/igem/BBa_K1859015/1
https://synbiohub.org/public/igem/BBa_M36005/1,https://synbiohub.org/public/igem/BBa_K641034/1
https://synbiohub.org/public/igem/BBa_K395005/1,https://synbiohub.org/public/igem/BBa_K352001/1
https://synbiohub.org/public/igem/BBa_K371060/1,https://synbiohub.org/public/igem/BBa_K2066522/1
https://synbiohub.org/public/igem/BBa_K1182401/1,https://synbiohub.org/public/igem/BBa_Z0151/1
https://synbiohub.org/public/igem/BBa_K122015/1,https://synbiohub.org/public/igem/BBa_K1214006/1
https://synbiohub.org/public/igem/BBa_K314000/1,https://synbiohub.org/public/igem/BBa_K2014006/1
https://synbiohub.org/public/igem/BBa_M1991/1,https://synbiohub.org/public/igem/BBa_K392017/1
https://synbiohub.org/public/igem/BBa_K133140/1,https://synbiohub.org/public/igem/BBa_I757003/1
https://synbiohub.org/public/igem/BBa_K827077/1,https://synbiohub.org/public/igem/BBa_J100235/1
https://synbiohub.org/public/igem/BBa_M45090/1,https://synbiohub.org/public/igem/BBa_J119142/1
https://synbiohub.org/public/igem/BBa_K245035/1,https://synbiohub.org/public/igem/BBa_I759011/1
https://synbiohub.org/public/igem/BBa_J49007/1,https://synbiohub.org/public/igem/BBa_K1600000/1
https://synbiohub.org/public/igem/BBa_K1362991/1,https://synbiohub.org/public/igem/BBa_K1114100/1
https://synbiohub.org/public/igem/BBa_K827053/1,https://synbiohub.org/public/igem/BBa_K763005/1
https://synbiohub.org/public/igem/BBa_K827071/1,https://synbiohub.org/public/igem/BBa_M11402/1
https://synbiohub.org/public/igem/BBa_K827094/1,https://synbiohub.org/public/igem/BBa_J72044/1
https://synbiohub.org/public/igem/BBa_K1497009/1,https://synbiohub.org/public/igem/BBa_M36453/1
https://synbiohub.org/public/igem/BBa_K827081/1,https://synbiohub.org/public/igem/BBa_K1680000/1
https://synbiohub.org/public/igem/BBa_K245119/1,https://synbiohub.org/public/igem/BBa_M45711/1
https://synbiohub.org/public/igem/BBa_K245128/1,https://synbiohub.org/public/igem/BBa_K1059016/1
https://synbiohub.org/public/igem/BBa_J17004/1,https://synbiohub.org/public/igem/BBa_K2116043/1
https://synbiohub.org/public/igem/BBa_K827061/1,https://synbiohub.org/public/igem/BBa_J70436/1
https://synbiohub.org/public/igem/BBa_K649201/1,https://synbiohub.org/public/igem/BBa_K1595012/1
https://synbiohub.org/public/igem/BBa_K1994020/1,https://synbiohub.org/public/igem/BBa_I737000/1
https://synbiohub.org/public/igem/BBa_M31517/1,https://synbiohub.org/public/igem/BBa_K861171/1
https://synbiohub.org/public/igem/BBa_I732001/1,https://synbiohub.org/public/igem/BBa_I12035/1
https://synbiohub.org/public/igem/BBa_K1618042/1,https://synbiohub.org/public/igem/BBa_K1162006/1
https://synbiohub.org/public/igem/BBa_K827019/1,https://synbiohub.org/public/igem/BBa_J18923/1
https://synbiohub.org/public/igem/BBa_I717010/1,https://synbiohub.org/public/igem/BBa_K1126002/1
https://synbiohub.org/public/igem/BBa_K395303/1,https://synbiohub.org/public/igem/BBa_K1028000/1
https://synbiohub.org/public/igem/BBa_K827027/1,https://synbiohub.org/public/igem/BBa_K392001/1
https://synbiohub.org/public/igem/BBa_J32021/1,https://synbiohub.org/public/igem/BBa_K1995000/1
https://synbiohub.org/public/igem/BBa_I723127/1,https://synbiohub.org/public/igem/BBa_K227010/1
https://synbiohub.org/public/igem/BBa_K827013/1,https://synbiohub.org/public/igem/BBa_K1675024/1
https://synbiohub.org/public/igem/BBa_J52000/1,https://synbiohub.org/public/igem/BBa_K931006/1
https://synbiohub.org/public/igem/BBa_M31967/1,https://synbiohub.org/public/igem/BBa_K1555001/1
https://synbiohub.org/public/igem/BBa_K827052/1,https://synbiohub.org/public/igem/BBa_K1680020/1
https://synbiohub.org/public/igem/BBa_K874021/1,https://synbiohub.org/public/igem/BBa_K382035/1
https://synbiohub.org/public/igem/BBa_K827090/1,https://synbiohub.org/public/igem/BBa_J18974/1
https://synbiohub.org/public/igem/BBa_K1529998/1,https://synbiohub.org/public/igem/BBa_J176033/1
https://synbiohub.org/public/igem/BBa_K185048/1,https://synbiohub.org/public/igem/BBa_K174013/1
https://synbiohub.org/public/igem/BBa_J70013/1,https://synbiohub.org/public/igem/BBa_K1324002/1
https://synbiohub.org/public/igem/BBa_K1462030/1,https://synbiohub.org/public/igem/BBa_K603000/1
https://synbiohub.org/public/igem/BBa_K827025/1,https://synbiohub.org/public/igem/BBa_K2017002/1
https://synbiohub.org/public/igem/BBa_I746900/1,https://synbiohub.org/public/igem/BBa_K1123015/1
https://synbiohub.org/public/igem/BBa_J49000/1,https://synbiohub.org/public/igem/BBa_K2148017/1
https://synbiohub.org/public/igem/BBa_K827083/1,https://synbiohub.org/public/igem/BBa_K1967008/1
https://synbiohub.org/public/igem/BBa_K827002/1,https://synbiohub.org/public/igem/BBa_K563032/1
https://synbiohub.org/public/igem/BBa_K827028/1,https://synbiohub.org/public/igem/BBa_I746365/1
https://synbiohub.org/public/igem/BBa_K782057/1,https://synbiohub.org/public/igem/BBa_I13201/1
https://synbiohub.org/public/igem/BBa_K1321347/1,https://synbiohub.org/public/igem/BBa_J70004/1
https://synbiohub.org/public/igem/BBa_I763000/1,https://synbiohub.org/public/igem/BBa_K619889/1
https://synbiohub.org/public/igem/BBa_K747100/1,https://synbiohub.org/public/igem/BBa_K357006/1
https://synbiohub.org/public/igem/BBa_K1330000/1,https://synbiohub.org/public/igem/BBa_K1442100/1
https://synbiohub.org/public/igem/BBa_K827073/1,https://synbiohub.org/public/igem/BBa_K1104207/1
https://synbiohub.org/public/igem/BBa_K094001/1,https://synbiohub.org/public/igem/BBa_K1114110/1
https://synbiohub.org/public/igem/BBa_K747099/1,https://synbiohub.org/public/igem/BBa_K106003/1
https://synbiohub.org/public/igem/BBa_K2066535/1,https://synbiohub.org/public/igem/BBa_M45215/1
https://synbiohub.org/public/igem/BBa_M45071/1,https://synbiohub.org/public/igem/BBa_J07054/1
https://synbiohub.org/public/igem/BBa_K827021/1,https://synbiohub.org/public/igem/BBa_M0052/1
